Unnamed: 0,2,3,4,5,6,7,8,TimeStamp,Left_eye_diameter,Left_eye_openness,Distance,Left_eye_wide,Right_eye_diameter,Right_eye_openness,Right_eye_wide,Drowsiness,angle_target,angle_avatar,angle_headgaze,lx,ly,lz,rx1,ry1,rz1,x,y,z,w,realx1,realy1,realz1,Label
475.0,134190.7095,113462.0146,100496.9523,81134.77601,129789.1593,112922.3764,169373.5399,3690457.0,2.719803,1.0,3.338897,0.2292909,2.463043,1.0,0.2292909,0.0,70.96073,77.76752,19.2862,30.40929,5.674622,-31.83656,-28.13037,5.161896,-34.32281,-0.02499059,0.7623053,0.0344385,0.6458176,-18.85254,5.570957,-71.82351,2.0
476.0,134196.4539,113537.9658,100463.76,81043.69265,129742.1759,112841.3067,169380.4913,3690465.0,2.740402,1.0,3.338897,0.2377314,2.46637,1.0,0.2377314,0.0,11.72145,16.02449,71.5805,30.40637,5.684448,-31.77373,-28.13501,5.113846,-34.0652,-0.02499059,0.7623053,0.0344385,0.6458176,-18.85254,-71.82351,5.570957,2.0
477.0,134202.2653,113557.8365,100511.1457,81117.69928,129840.8812,112904.9644,169327.2494,3690473.0,2.767654,1.0,3.338897,0.2389503,2.445236,1.0,0.2389503,0.0,70.96073,77.76752,19.2862,30.40585,5.688034,-31.74678,-28.13716,5.118759,-34.04308,-0.02499059,0.7623053,0.0344385,0.6458176,-18.85254,5.570957,-71.82351,2.0
478.0,134188.3402,113608.5303,100460.31780000002,80981.5101,129795.5519,112813.3223,169337.1513,3690482.0,2.740707,1.0,3.338897,0.2396045,2.472763,1.0,0.2396045,0.0,11.72145,16.02449,71.5805,30.40395,5.696442,-31.72795,-28.13936,5.142258,-34.05023,-0.02499059,0.7623053,0.0344385,0.6458176,-18.85254,-71.82351,5.570957,2.0
479.0,134212.1895,113634.6818,100513.5596,81114.83826,129931.3164,112922.7117,169382.4136,3690490.0,2.739716,1.0,3.409969,0.2401321,2.4524230000000005,1.0,0.2401321,0.0,70.94897,77.75273,19.2694,30.40083,5.688095,-31.62595,-28.14081,5.163589,-34.0481,-0.02550561,0.7628909,0.0335425,0.6451527,-18.85332,5.498652,-71.81282999999999,2.0
480.0,134143.8155,113619.5274,100416.1284,80886.11286,129864.0823,112803.8675,169308.6751,3690498.0,2.790909,1.0,3.409969,0.2404153,2.452301,1.0,0.2404153,0.0,11.55342,15.90295,71.57964,30.39395,5.678207,-31.51978,-28.14294,5.191208,-34.06197,-0.02550561,0.7628909,0.0335425,0.6451527,-18.85332,-71.81282999999999,5.498652,2.0
481.0,134175.1303,113629.7421,100460.4742,81044.63143,129936.6808,112851.3873,169207.1982,3690507.0,2.772171,1.0,3.409969,0.2344688,2.495453,1.0,0.2344688,0.0,70.94897,77.75273,19.2694,30.390819999999998,5.703003,-31.52621,-28.14355,5.208832,-34.06329,-0.02550561,0.7628909,0.0335425,0.6451527,-18.85332,5.498652,-71.81282999999999,2.0
482.0,134145.6931,113615.7052,100385.6406,80818.45412000001,129912.5186,112782.5216,169236.4567,3690515.0,2.762909,1.0,3.381781,0.2312775,2.472473,1.0,0.2312775,0.0,70.9711,77.7718,19.51355,30.39032,5.721786,-31.5116,-28.14116,5.228943,-34.07964,-0.02864734,0.7642938,0.03300966,0.6433855,-18.86513,5.601024,-71.95654,2.0
483.0,134168.5813,113610.609,100419.1906,80970.28951999999,129976.7575,112841.4855,169156.9068,3690523.0,2.765488,1.0,3.381781,0.231203,2.524307,1.0,0.231203,0.0,11.83285,15.906679999999998,71.6036,30.39224,5.749954,-31.55708,-28.13979,5.249527,-34.11517,-0.02864734,0.7642938,0.03300966,0.6433855,-18.86513,-71.95654,5.601024,2.0
484.0,134150.8563,113588.302,100378.2198,80718.98886,129935.3173,112769.1105,169141.9535,3690532.0,2.713608,1.0,3.381781,0.231163,2.436249,1.0,0.231163,0.0,70.9711,77.7718,19.51355,30.39412,5.753677,-31.542179999999995,-28.13861,5.242981,-34.05043,-0.02864734,0.7642938,0.03300966,0.6433855,-18.86513,5.601024,-71.95654,2.0
485.0,134186.7532,113586.5138,100420.9787,80861.01185,129993.7224,112843.363,169137.4831,3690540.0,2.717545,1.0,3.381781,0.2434103,2.461609,1.0,0.2434103,0.0,11.83285,15.906679999999998,71.6036,30.39461,5.746124,-31.50531,-28.13474,5.230057,-33.97435,-0.02864734,0.7642938,0.03300966,0.6433855,-18.86513,-71.95654,5.601024,2.0
486.0,134103.4036,113507.1428,100348.3579,80554.59178,129931.3387,112746.0212,169039.5378,3690548.0,2.715134,1.0,3.247238,0.2499831,2.426697,1.0,0.2499831,0.0,71.03298,77.83569,20.07318,30.395110000000003,5.738586,-31.46844,-28.13147,5.228027000000001,-33.95714,-0.03330008,0.7661155,0.03460147,0.6409064,-18.88413,5.923876,-72.20504,2.0
487.0,134183.2664,113564.5868,100435.5297,80749.09666,129981.4066,112799.0395,169072.3054,3690557.0,2.771255,1.0,3.247238,0.2242547,2.460785,1.0,0.2242547,0.0,12.6614,16.22314,71.65694,30.39969,5.715851,-31.41663,-28.129379999999998,5.224899,-33.94588,-0.03330008,0.7661155,0.03460147,0.6409064,-18.88413,-72.20504,5.923876,2.0
488.0,134120.4133,113514.0271,100406.1148,80502.02048,129972.3989,112755.4983,169075.6359,3690565.0,2.808273,1.0,3.247238,0.2099412,2.494705,1.0,0.2099412,0.0,71.03298,77.83569,20.07318,30.40251,5.693115,-31.36055,-28.12729,5.221756,-33.93851,-0.03330008,0.7661155,0.03460147,0.6409064,-18.88413,5.923876,-72.20504,2.0
489.0,134174.7503,113575.6732,100463.5141,80649.43023,130019.5164,112807.4885,169163.7241,3690573.0,2.782745,1.0,3.247238,0.2150746,2.487076,1.0,0.2150746,0.0,12.6614,16.22314,71.65694,30.45467,5.765518,-31.7038,-28.12492,5.220108,-33.94783,-0.03330008,0.7661155,0.03460147,0.6409064,-18.88413,-72.20504,5.923876,2.0
490.0,134101.9731,113517.134,100436.9379,80401.6835,129985.6088,112730.7102,169039.8731,3690582.0,2.862457,1.0,3.247238,0.2178295,2.479431,1.0,0.2178295,0.0,71.03298,77.83569,20.07318,30.46164,5.77034,-31.74866,-28.12254,5.221756,-33.95714,-0.03330008,0.7661155,0.03460147,0.6409064,-18.88413,5.923876,-72.20504,2.0
491.0,134172.2023,113604.23880000002,100493.9125,80526.51799,130007.1111,112750.3574,169118.8865,3690590.0,2.744675,1.0,3.395298,0.208354,2.39563,1.0,0.208354,0.0,71.05375,77.86356,20.69461,30.47122,5.782272,-31.83191,-28.10535,5.211258,-33.96823,-0.03706318,0.7682084,0.03749647,0.6380253,-18.87764,6.066789,-72.20721,2.0
492.0,134120.458,113559.7141,100469.6161,80325.06172,130028.94879999998,112727.3798,169057.3074,3690598.0,2.757462,1.0,3.395298,0.2032688,2.459076,1.0,0.2032688,0.0,12.98522,16.50389,71.71679,30.44077,5.712784,-31.55789,-28.09357,5.190308,-33.91525,-0.03706318,0.7682084,0.03749647,0.6380253,-18.87764,-72.20721,6.066789,2.0
493.0,134155.7514,113627.9093,100473.2371,80382.72922,130015.426,112702.9717,169083.7048,3690607.0,2.692337,1.0,3.395298,0.1978132,2.503952,1.0,0.1978132,0.0,71.05375,77.86356,20.69461,30.49469,5.882065,-32.25609,-28.07657,5.137375,-33.74985,-0.03706318,0.7682084,0.03749647,0.6380253,-18.87764,6.066789,-72.20721,2.0
494.0,134108.3433,113590.4924,100465.5034,80242.33791,130050.6747,112689.06890000001,169002.4339,3690615.0,2.7194519999999995,1.0,3.395298,0.1948853,2.487442,1.0,0.1948853,0.0,12.98522,16.50389,71.71679,30.50446,5.87233,-32.2778,-28.06026,5.099869,-33.63823,-0.03706318,0.7682084,0.03749647,0.6380253,-18.87764,-72.20721,6.066789,2.0
495.0,134142.6979,113662.1521,100456.4509,80260.53223,130027.6747,112646.8688,169047.0256,3690623.0,2.696091,1.0,3.433207,0.2076401,2.480927,1.0,0.2076401,0.0,71.08509,77.89182,21.19672,30.50826,5.885132,-32.36159,-28.05096,5.075455,-33.58453,-0.04032821,0.7708621,0.03907717,0.6345221,-18.89548,6.210054,-72.38591,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497.0,134212.1225,113736.2482,100457.0544,80197.43326,130107.3587,112668.5724,169138.6901,3690640.0,2.679092,1.0,3.4332070000000003,0.20420870000000002,2.44548,1.0,0.20420870000000002,0.0,71.08509,77.89182,21.19672,30.34325,5.853256,-32.27899,-28.16023,5.170883,-34.01617,-0.04032821,0.7708621,0.03907717,0.6345221,-18.89548,6.2100539999999995,-72.38591,2.0
498.0,134206.0875,113708.7779,100447.3761,80178.12135,130180.0466,112710.5266,169051.3395,3690648.0,2.71933,1.0,3.4332070000000003,0.19869349999999997,2.484909,1.0,0.19869349999999997,0.0,13.38831,16.58578,71.76666,30.301569999999998,5.818695,-32.17384,-28.18774,5.17366,-34.04559,-0.04032821,0.7708621,0.03907717,0.6345221,-18.89548,-72.38591,6.2100539999999995,2.0
499.0,134226.5393,113754.5095,100374.8447,80081.67357,130165.3391,112677.33429999999,169150.2013,3690657.0,2.775085,1.0,3.301381,0.2104198,2.446732,1.0,0.2104198,0.0,71.15189,77.90187,21.52261,30.30185,5.811417,-32.14352,-28.17928,5.165604,-34.05811,-0.0418836,0.7736299,0.03992059,0.6309905,-19.0485,6.206997999999999,-73.36266,2.0
500.0,134233.2002,113726.4805,100359.5114,80118.03986,130210.8249,112705.274,168976.1706,3690665.0,2.755432,1.0,3.301381,0.216713,2.548157,1.0,0.216713,0.0,14.02293,15.607229999999998,71.79974,30.326189999999997,5.836838,-32.26942,-28.15677,5.170517,-34.08629,-0.0418836,0.7736299,0.03992059,0.6309905,-19.0485,-73.36266,6.206997999999999,2.0
501.0,134252.065,113763.96430000002,100280.6992,79989.87496,130204.0971,112684.8445,169103.8661,3690673.0,2.733185,1.0,3.301381,0.206754,2.476669,1.0,0.206754,0.0,71.15189,77.90187,21.52261,30.34082,5.819031,-32.22523,-28.14485,5.161697,-34.05588,-0.0418836,0.7736299,0.03992059,0.6309905,-19.0485,6.206997999999999,-73.36266,2.0
502.0,134294.4216,113767.2947,100297.3065,80094.61523,130291.53710000002,112770.6305,169047.6738,3690682.0,2.691849,1.0,3.53555,0.2014093,2.472946,1.0,0.2014093,0.0,71.11381,77.84433,21.53281,30.35136,5.815475,-32.20451,-28.1321,5.150467,-34.00937,-0.04059582,0.7762885,0.0394455,0.6278315,-19.06594,5.928436,-73.45788,2.0
503.0,134241.1797,113746.37350000002,100159.9327,79863.5876,130232.3273,112697.96489999999,169030.9547,3690690.0,2.698166,1.0,3.53555,0.1849636,2.452576,1.0,0.1849636,0.0,13.51065,14.93061,71.8017,30.35938,5.81897,-32.19971,-28.1198,5.146393,-33.98436,-0.04059582,0.7762885,0.0394455,0.6278315,-19.06594,-73.45788,5.928436,2.0
504.0,134324.3059,113797.112,100206.3349,80039.07115,130325.1988,112796.7149,169001.4057,3690698.0,2.639114,1.0,3.53555,0.1756908,2.487854,1.0,0.1756908,0.0,71.11381,77.84433,21.53281,30.36682,5.825241,-32.21683,-28.11,5.15329,-33.99814,-0.04059582,0.7762885,0.0394455,0.6278315,-19.06594,5.928436,-73.45788,2.0
505.0,134292.0523,113798.14010000002,100096.78900000002,79800.8239,130295.98510000002,112743.8978,169043.9858,3690707.0,2.740509,1.0,3.53555,0.1804829,2.551758,1.0,0.1804829,0.0,13.51065,14.93061,71.8017,30.38033,5.810089,-32.16328,-28.09727,5.123764,-33.90942,-0.04059582,0.7762885,0.0394455,0.6278315,-19.06594,-73.45788,5.928436,2.0
506.0,134381.7052,113870.64920000001,100150.8132,80000.40263,130402.8264,112856.707,169093.6514,3690715.0,2.729767,1.0,3.53555,0.1830546,2.480392,1.0,0.1830546,0.0,71.11381,77.84433,21.53281,30.39935,5.776321,-32.05167,-28.086530000000003,5.097809,-33.84081,-0.04059582,0.7762885,0.0394455,0.6278315,-19.06594,5.928436,-73.45788,2.0
507.0,134311.1183,113845.12349999999,100021.7095,79714.345,130334.2066,112751.7879,169002.8809,3690723.0,2.705795,1.0,3.731312,0.2025431,2.513229,1.0,0.2025431,0.0,71.06968,77.79507,21.48713,30.420559999999995,5.762955,-32.01448,-28.06915,5.082932,-33.8266,-0.0392759,0.7785712,0.03846076,0.6251441,-19.048,5.710066,-73.35855,2.0
508.0,134410.9636,113941.7725,100070.74920000002,79925.43488,130436.2199,112855.9694,169077.2899,3690732.0,2.683578,1.0,3.731312,0.21300200000000002,2.507431,1.0,0.21300200000000002,0.0,12.958749999999998,14.55708,71.79736,30.43855,5.748093,-31.95154,-28.04916,5.057098,-33.757,-0.0392759,0.7785712,0.03846076,0.6251441,-19.048,-73.35855,5.710066,2.0
